UserAddress,deposit_cWEMIX,deposit_cWEMIX$,deposit_cstWEMIX,loan_cWEMIX,loan_cWEMIX$,loan_cstWEMIX
0x0428866336a71AD9af228212D9ff6c0d95b6f313,0.00031045502654751,0,0,0,0,0
0x13789145aBadEF069F5f52c95d044c609ddAD4c5,0.000310451401940669,0,0,0,0,0
0xD8909cF9E9C73f168cEad083782e1b3a1fd7de9C,0.00031045502654751,0,0,0,0,0
0xC2d06a7BC420AbDd5D6cFECf19155D2D48A66dC0,0.000310454623813417,0,0,0,0,0
0xAAF60F21e32b511B62Ed3bB1B0Cb4384411920d2,0.00031045502654751,0,0,0,0,0
0x0445F1D1c875Ae74D28d9d20827CeA8A3895B0c6,0.000310451200573622,0,0,0,0,0
0xAe81E51A02351e1945ea977b41483722DD43F70b,0.000310454623813417,0,0,0,0,0
0x3afFa22F01F3e0B9b8a61d633e5Be0AA5bDab7c0,0.000310454623813417,0,0,0,0,0
0x95CF9560851ed73b747829e8E03F7B853bf6c516,0.000310451603307716,0,0,0,0,0
0xE17507F6A4332FC24d83e68E40b50ed2B9c26470,0.00031045502654751,0,0,0,0,0
0x635c0882E131936DEF8CFB278c970d79eD19B839,0.000310458651154352,0,0,0,0,0
0xcD06999696666dC333C17fa2170C004b4FD9fbD9,0.00031045502654751,0,0,0,0,0
0xaf46F8b552DaBafd2dfb0239845f197fcbeD8508,0.00031045502654751,0,0,0,0,0
0x337cAa0A5e19dfbe16875ad35d799c1729Df06e1,0.000310454623813417,0,0,0,0,0
0xa36DD2a3bC9C08fd3A11BC3b1770F27A8C0b9a7e,0.00031045502654751,0,0,0,0,0
0xC69E78DaA4cf304a7461bce0a6d9bA8048317613,0.000310454623813417,0,0,0,0,0
0xf7772fE1cbd71Fb4Df54fb96E6e4f77551c6451B,0.00031045502654751,0,0,0,0,0
0x9f27484bAcc5a7caEfE800b658C8dB7F28d02B93,0.000310454221079323,0,0,0,0,0
0x37b964006806BF92c35b48559a9b9205D0ED78e3,0.000310451603307716,0,0,0,0,0
0x6F7dBa77b7DB504bD70Ab0267cF6aecDb890923B,0.000310454623813417,0,0,0,0,0
0x16C58A60f67E0AF7b37Ad1700081151F54ac511B,0.000310451200573622,0,0,0,0,0
0x05B31CF44f7b1D3c14b4895364A560c0E6F88324,0.00031045502654751,0,0,0,0,0
0x7C588Fc9BC2438c4C18bC8E6Fae02cDE519707Fb,0.000310451200573622,0,0,0,0,0
0x21D937e12FbA073Af0e3BbDECb0D7f9A6f2c7789,0.000310451200573622,0,0,0,0,0
0x49918D4Ac72f4c297600B3E58766c2c40Cc91ad5,0.000310451603307716,0,0,0,0,0
0xf8446874717a681f2366195CaF112D42C8127F92,0.000310451401940669,0,0,0,0,0
0x240658D906aCA30aa30CB823f61D520139B96814,0.000310447777333828,0,0,0,0,0
0xb2b4e3A2Be5EDb71E94475895e048000377098A3,0.000310454623813417,0,0,0,0,0
0xf4B01a5003485CCe9EFf03e49dE678a684a45f09,0.000310454623813417,0,0,0,0,0
0x88DC80b7777eDfDF10E643fE83585665110cb6F9,0.000310454623813417,0,0,0,0,0
0x3A6d9aB37Ea2831C5d628aA239c36E47712eb102,0.00031045502654751,0,0,0,0,0
0xc6C3175761E9bFd8a10C94978809C6458277bcA1,0.000310451200573622,0,0,0,0,0
0x2e43E721933bb66e16C216CE14C0EDa653E0B2B2,0.00031045502654751,0,0,0,0,0
0x75FA49F1cB5d928E3dDF134bfb016B27f94E63a2,0.000310451200573622,0,0,0,0,0
0x7FA18E566E3dEf879F150765b3395A1253B45c25,0.000310454623813417,0,0,0,0,0
0x2DaF15145AF53A0417D96897d62a894e875188a7,0.000310451603307716,0,0,0,0,0
0xe4050a431b88024293424f0bc13efE74201072C6,0.00031045502654751,0,0,0,0,0
0xdA62E7C0B3850d8cd3Ed9934e4592168AFf8f38e,0.00031045502654751,0,0,0,0,0
0x3511035C2c4Ce4Cae1e937C1e4d8313d2EcFEcb6,0.000310454623813417,0,0,0,0,0
0xd281de79378292e9e40131816D331e7cC9FDAfB1,0.00031045502654751,0,0,0,0,0
0xD5010c1864D439A949287105B1660f2C81b36fFe,0.000310451603307716,0,0,0,0,0
0x4aBfd5F3FaA9667E8870429f8cbC4D0e59A60F0f,0.000310451200573622,0,0,0,0,0
0x1AB10603e4e7dfa2E34Cec9E082CC2D203cDCEdb,0.000310451603307716,0,0,0,0,0
0xC8D0F404D92d888e08105ECeCD7d99DDc8bB6A3E,0.00031045502654751,0,0,0,0,0
0xdC95B1Cb37095A571A500440C19dC64fcf3eF080,0.000310451401940669,0,0,0,0,0
0x60caCc1f88eb2D68Af747341a8d4d88566f66481,0.000310451603307716,0,0,0,0,0
0x23652002431D8fb5cD1DD7289DB1Acf38786C856,0.00031045502654751,0,0,0,0,0
0x31127AdaBf9172ACc58AE2a46086FB7da1b3dF33,0.000310451200573622,0,0,0,0,0
0x0499a8f88042B88bA53b383aDDba32CD40C3B1BA,0.00031045502654751,0,0,0,0,0
0x413E4b61E8b8C71012F01e87Ac76B7a4953bD498,0.00031045502654751,0,0,0,0,0
0x8aeA7823F40E066EF80b7c434eDac7286B2f2009,0.00031045502654751,0,0,0,0,0
0xf69610f01039F2E78e6C3831FFD85D7e200dd938,0.000310451603307716,0,0,0,0,0
0x22934a1f15960Bd2DAe0ADbe1163A951BFB9D20e,0.000310451603307716,0,0,0,0,0
0x803d42BE52CDb0deF780a2F183B632deF05ca354,0.000310454221079323,0,0,0,0,0
0xfE1040Fd132d82Ee0748D4386996d22D4a12a5BD,0.00031045502654751,0,0,0,0,0
0xF2d07470527e8c0f9EE31a4e7398F62A130608db,0.00031045502654751,0,0,0,0,0
0x4D738A348bC97C9F29d91693fE310DAb628820a7,0.000310451200573622,0,0,0,0,0
0x6DD17c614cED16338325618d75FeDE338Be3D646,0.000310451603307716,0,0,0,0,0
0x75708CaDc3563a33A648330b305cD8F5909e0099,0.00031045502654751,0,0,0,0,0
0xfeb0774Edb194c27246218b0EF4Ae2F6f6829b3F,0.000310454623813417,0,0,0,0,0
0x0dF116B89EE924225A5A771C324374C533693677,0.00031045502654751,0,0,0,0,0
0xCDf304De2ead99854BeB5FE3B0fAcc845648567B,0.000310454623813417,0,0,0,0,0
0x7F3BcD2139c9e9311EC2AC7A19df61D112243dFB,0.000310454623813417,0,0,0,0,0
0xaFC8fC8Ad641377fa0a72258a56394Ce1ED56ca6,0.000310454623813417,0,0,0,0,0
0xE9765413E0Fbf8007d2D7e6f8AD149277e03c019,0.00031045502654751,0,0,0,0,0
0xB60b50f44acEd25CEA02937E09EeF4fba052a496,0.00031045502654751,0,0,0,0,0
0x8A3AbC2A9da0C47528934052c5e611be7Ba5C50E,0.00031045502654751,0,0,0,0,0
0xe6B2Bd2E5Ca4E5f0615aCa632190238aCF27E7BF,0.00031045502654751,0,0,0,0,0
0x6F65dc07fbb95b1f52df4F0563C371593Ea4C5E8,0.000310451200573622,0,0,0,0,0
0xc46c4a403D34C168c0d28123464181d985b4A94d,0.000310454623813417,0,0,0,0,0
0x0c1316b32Bb50402c2F1d9D960aE6dEB977Ac4C3,0.000310454221079323,0,0,0,0,0
0x06149c2AB45866F3e5DC813629d4953625124C8B,0.00031045502654751,0,0,0,0,0
0x48c23a4eE75336103B3bEe2243FdB13726eC4627,0.00031045502654751,0,0,0,0,0
0x068c5E2fa2e520cb63B24A67A744B7430FdC7ae2,0.00031045502654751,0,0,0,0,0
0x94f0c90Dfb876f218ec46f38114F6bff56844034,0.00031045502654751,0,0,0,0,0
0xA50Ac9678E291A3824ad5e62ab36F33F21995a46,0.000310454623813417,0,0,0,0,0
0x5fc72BBA9D83c0497ed338E980faA20d9f1018b3,0.000310451603307716,0,0,0,0,0
0x1BEDd540dA4E623312359B362810c905Fc48Ea8B,0.000310451603307716,0,0,0,0,0
0xE143d301e28249c6FE4fa1b6F48F0f8c894feDF0,0.00031045502654751,0,0,0,0,0
0x15eDb53dd8f96c461013404b0a05128B14a6696f,0.000310454623813417,0,0,0,0,0
0x27f5d65b36AEF785C75794A482cC04874C80965F,0.00031045502654751,0,0,0,0,0
0x9cb2384858d079E6d171CB76fdB30Cb1B54fBf4a,0.000310451603307716,0,0,0,0,0
0x5Ba30f7b8422ea729E6d08555d9A9aedBB24B68e,0.00031045502654751,0,0,0,0,0
0x457C7057fb1A65442f69A3f17B39441ACD0939Cb,0.000310454623813417,0,0,0,0,0
0x22fBdb6B9F404a033C22e267A1fFc274D56Ede74,0.00031045502654751,0,0,0,0,0
0x1abeBC79D993b63Da398ed9EdAe09b46356e588b,0.00031045502654751,0,0,0,0,0
0x261F2B376e86f0b2fA835be780749e482595e345,0.000310451603307716,0,0,0,0,0
0xa7340857D811f069a215C072448A75E1A6246112,0.000310451603307716,0,0,0,0,0
0x0ad99F7CB07B7A3AB031e12285b833469111F3Fa,0.000310454623813417,0,0,0,0,0
0xf356875bC5BFBF4456442965074b7d7a77787bcd,0.00031045502654751,0,0,0,0,0
0x41a1715ACFF624628cfe3739156713AF2E896489,0.000310450797839529,0,0,0,0,0
0x239BBB8D0ea18db14B1696dD3f8E803C69148C0E,0.000310454623813417,0,0,0,0,0
0x42092C9Ec2e99B546BDA95dda12f96f59adB97dC,0.00031045502654751,0,0,0,0,0
0x1EF8e9Bf02d449B1f5C275E8e35E031C67f33898,0.000310454623813417,0,0,0,0,0
0x323F060e5040277fE79AC166CE40dc07c0737546,0.000310454623813417,0,0,0,0,0
0x8CF57f9C12F7B7b0C8Aa7Fa810c60BF7d04379f8,0.000310451200573622,0,0,0,0,0
0x268f5B40e5636d6cf93d8f5c4A79b92232B3329c,0.000310454221079323,0,0,0,0,0
0x1E3DBFfee2d986aaD65133Be41A209aa994909c6,0.00031045502654751,0,0,0,0,0
0x3Cb3782a9Af0B950d5c0F5f7c52630551cD44F78,0.00031045502654751,0,0,0,0,0
0x6D779DCcaeb569889D05D248de99357948DEe9b6,0.000310451200573622,0,0,0,0,0
0xEc4D8d64996e15c51141A192f8C77b43d290a9d3,0.000310451603307716,0,0,0,0,0
0x78502438E81a00a9aB6fF2EB4C51b3f7E1D872B2,0.00031045502654751,0,0,0,0,0
0xd32e89A309b2eb4986b6DAA58c7011614d095695,0.00031045502654751,0,0,0,0,0
0x4c9308504967247B5338dc37fb7F5cB2c9057e2d,0.000310451200573622,0,0,0,0,0
0x31980d59E7f377B9462F553BFc29738F4561D5f9,0.000310454623813417,0,0,0,0,0
0x10F57EfB7ab482b895D6c10D968F855e6190BA09,0.000310454623813417,0,0,0,0,0
0xf5a6790252F24247fa7044850AB6FE08f12332bF,0.00031045502654751,0,0,0,0,0
0x82f4CDfbe66bEc4cED94B8D251c6d5372799123C,0.000310454623813417,0,0,0,0,0
0xd48fF3E9444E91DC895904a6Cb54B9Ba4fb9981c,0.000310451200573622,0,0,0,0,0
0x3C144AAde8955D409C2523903b13EB2aCa19a641,0.000310451603307716,0,0,0,0,0
0xdcc51db9b3622846d95A2a3228b08953fD3B0Ac9,0.000310454623813417,0,0,0,0,0
0x00f42C0cfa5e769b1622AF02E356f3c35AD2B958,0.00031045502654751,0,0,0,0,0
0x9F12C030eB1B87dE9C417A0e0415cC208Cbb049e,0.000310451200573622,0,0,0,0,0
0x58237cF2e8C8b01C79d701aD2473291887821c6C,0.00031045502654751,0,0,0,0,0
0xc24433A468D4179D43Bda29Cb0a9CFD9C267fE6a,0.000310454623813417,0,0,0,0,0
0x3676a4edA973e877FdD470886442487FcD5b4A28,0.000310454623813417,0,0,0,0,0
0xA894fb303af84c8Ddd7850821a1E856889EeA553,0.00031045502654751,0,0,0,0,0
0x01eb6Cdb37e0D284A1e27AB742DA37dbB6277C1d,0.00031045502654751,0,0,0,0,0
0x11D6F96ddddccdefB14D359F2825e0122c43efb4,0.00031045502654751,0,0,0,0,0
0x13348cE5c808f15Cd085a31489463c05Cb085Fdb,0.000310451200573622,0,0,0,0,0
0x87Aa78DBB213Eb48F4E3A27c2B958091E89A5540,0.00031045502654751,0,0,0,0,0
0x6f4eb911F0D0aF77E5e58C160E7F464d7413c943,0.000310451401940669,0,0,0,0,0
0x3bD912AE93e83B6F3274f0E0C583b455FDab089B,0.000310454623813417,0,0,0,0,0
0x5754544E592956045BeECc29764066056E20Ec80,0.00031045502654751,0,0,0,0,0
0xAFf887C12A392e0408F075A5DC06C303B084124F,0.00031045502654751,0,0,0,0,0
0xd719f1269D49d204AfB5E772Dbf89671A87D23fD,0.000310451603307716,0,0,0,0,0
0xd2fF117DEfF28658725b2825F23f4321E5C78524,0.000310458651154352,0,0,0,0,0
0xc97D773d45aeA0e8e523aCa5D8a53F6c02a71f30,0.00031045502654751,0,0,0,0,0
0x81F1219FCEB59cb5EafBe30501A517506dd8eE84,0.00031045502654751,0,0,0,0,0
0xd32B7aB3753cF43B9079cebaBAbEb8EB19953B81,0.000310451603307716,0,0,0,0,0
0x6622Ceb67C9A22A647F348A6A1562D7293DE4ef4,0.000310458651154352,0,0,0,0,0
0x8454bfE267D4eCEe04d250b95Ab78BfB15b6AD9D,0.000310451603307716,0,0,0,0,0
0xaaAB2242D5b95B1085aAa6F3E3435B720645d7C5,0.000310451603307716,0,0,0,0,0
0x9978d3140822c3ec1a5Cb5E7C5F57Af3ecFA592A,0.00031045502654751,0,0,0,0,0
0x625155ecfB970194493929eC019FC93753e862Bf,0.000310450797839529,0,0,0,0,0
0x625078EA5121805d0911f9eb9A6748E910CD4aFD,0.00031045502654751,0,0,0,0,0
0xA6847EF1f9f621e7C6ddbabfb48e4Ce44Fa641C7,0.00031045502654751,0,0,0,0,0
0x5bbc65254e14E445947364962B26Be8dAFa4Cf2e,0.000310451200573622,0,0,0,0,0
0x15B0D80E49e198D0d91012A7c8094B6ddD7D427a,0.000310454623813417,0,0,0,0,0
0x915eB2B9e8b4Cd98e267920B3Afd47Ed4Dd4B9a1,0.000310451603307716,0,0,0,0,0
0x29c61Fe6bD5C0ad4578409f9a483FF3cF13A68b0,0.000310451603307716,0,0,0,0,0
0xc899614f50A03f85C619A9E458387246c4e451F8,0.000310451200573622,0,0,0,0,0
0x71Cbcc7C0B430d76A889a46Daba9E8b5E83283fF,0.000310451603307716,0,0,0,0,0
0xf0abeDE141633a8f0C8d10577a424A518A9C20dd,0.000310454623813417,0,0,0,0,0
0xB7a59A2B0D91312aedcac827bae16707eaFa9330,0.000310454623813417,0,0,0,0,0
0x11462cc9Ee6ebFc0f6A0dA0AEE5b8fCD4756C2b2,0.000310454623813417,0,0,0,0,0
0x980f68152c5043Cc7CBC587B791F348021a63Aa6,0.00031045502654751,0,0,0,0,0
0xE6F52B02d83194DD8a2314431680fEf29cc34547,0.00031045502654751,0,0,0,0,0
0x097EAf1f5731F1Db0716D9A6cD4Ee7d756d008D2,0.00031045502654751,0,0,0,0,0
0x89bF94d2AAf8cBCd00bF2B28fA4cD453634BdD4F,0.000310454623813417,0,0,0,0,0
0xDF82dD3083d1beB8a642515B1916E91A3e00A0FA,0.00031045502654751,0,0,0,0,0
0x279B0165B674c5E973a1e5BfB0226BEBA170D540,0.000310454623813417,0,0,0,0,0
0x6049185D68a2028B4EDb1B52f6F7F6588c748402,0.000310451603307716,0,0,0,0,0
0x2aC476fDfb6de78D52114c370D92fE30aC724091,0.00031045502654751,0,0,0,0,0
0x2BaF0038a474e8EbF014911aba475a639ecb09b6,0.00031045502654751,0,0,0,0,0
0x6FC571c52596162ee8113b8530688c3DCc40eDd1,0.000310451603307716,0,0,0,0,0
0x0ADC70eaB63B004F0f06f7956465c8c2d1E0e3B2,0.000310454623813417,0,0,0,0,0
0x89F2E4aB368b5BE8107eA7776a32899C8da4C3d0,0.00031045502654751,0,0,0,0,0
0xC6147649B1050d0Cf2BfD3160ae97a3aeEf3AeD4,0.00031045502654751,0,0,0,0,0
0xfDd62716EF27101Ce105b67cb1c22bdCE91eB092,0.000310451200573622,0,0,0,0,0
0xABac7eAe284348F33416705E6abCE1a5728F34bE,0.000310451603307716,0,0,0,0,0
